TCP_name_heading,entity_type,entity_title,wiki_entity_id,description,what,aliases,Library of Congress authority ID,VIAF cluster ID,Oxford Dictionary of National Biography ID,Encyclopædia Britannica Online ID,writing language,date of birth,date of death,manner of death,cause of death,country of citizenship,occupation,student of,position held,field of work,religion or worldview,sex or gender,educated at,diocese,described by source,Oxford DNB Link
"Andreas Libavius, died 1616",PERSON,Andreas Libavius,Q31161,16th century German doctor and chemist,human,,n84087614,84837401,,biography/Andreas-Libavius,,+1555-01-01T00:00:00Z,+1616-07-25T00:00:00Z,,,Holy Roman Empire (Q12548),"['chemist (Q593644)', 'university teacher (Q1622272)', 'physician (Q39631)']",,,"['medicine (Q11190)', 'chemistry (Q2329)', 'philosophy (Q5891)', 'history (Q309)']",,male (Q6581097),Friedrich Schiller University Jena (Q154561),,"['Nordisk familjebok (Q678259)', 'Allgemeine Deutsche Biographie (Q590208)', 'Meyers Konversations-Lexikon, 4th edition (1885–1890) (Q19219752)']",
Andrew All Truth,PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrew Honyman, 1619-1676",PERSON,Andrew Honeyman,Q16239944,Scottish bishop,human,,,,,,,,+1676-01-01T00:00:00Z,,,,biographer (Q864380),,"['Member of the Parliament of Scotland (Q18928999)', 'Bishop of Orkney (Q104787710)']",,Anglicanism (Q6423963),male (Q6581097),,,,
"Andrew Marvell, 1621-1678",PERSON,Andrew Marvell,Q365935,English poet and politician (1621–1678),human,"['British Aristides', 'Andrew Marvel']",n80010195,39381003,18242.0,biography/Andrew-Marvell-English-poet,English (Q1860),+1621-03-31T00:00:00Z,+1678-08-16T00:00:00Z,natural causes (Q3739104),malaria (Q12156),"['Kingdom of England (Q179876)', 'United Kingdom (Q145)', 'England (Q21)']","['poet (Q49757)', 'politician (Q82955)', 'writer (Q36180)', 'satirist (Q9334029)']",,"['Member of Parliament in the Parliament of England (Q18018860)', 'Member of the Third Protectorate Parliament (Q89047593)', 'Member of the April 1660 Parliament (Q96803542)', 'Member of the 1661-79 Parliament (Q96803682)']",,,male (Q6581097),"['Trinity College (Q332342)', 'Hull Grammar School (Q5935918)']",,"['Great Soviet Encyclopedia (1969–1978) (Q17378135)', 'Dictionary of National Biography, 1885–1900 (Q15987216)', 'The Nuttall Encyclopædia (Q3181656)', ""Library of the World's Best Literature (Q19098835)"", 'Encyclopædia Britannica 11th edition (Q867541)']",
"Andrew Moore, Gent",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrew Pennycuicke, born 1620",PERSON,Andrew Pennycuicke,Q4758241,British actor (1638-1658),human,,,,,,,+1638-00-00T00:00:00Z,+1658-00-00T00:00:00Z,,,United Kingdom (Q145),actor (Q33999),,,,,male (Q6581097),,,,
"Andrew Sall, 1612-1682",PERSON,Andrew Sall,Q16863632,"Irish Jesuit, a convert to the Church of England",human,,n84184599,46770905,24551.0,,,"['+1612-01-01T00:00:00Z', '+1624-11-29T00:00:00Z', '+1624-00-00T00:00:00Z']","['+1682-01-01T00:00:00Z', '+1682-04-06T00:00:00Z']",,,,translator (Q333634),,,,Catholicism (Q1841),male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Sall,_Andrew"
"Andrew Symson, 1638-1712",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrew Willet, 1562-1621",PERSON,Andrew Willet,Q4758923,English theologian,human,,n82267977,35397537,29445.0,,,+1562-01-01T00:00:00Z,+1621-12-04T00:00:00Z,accidental death (Q21142718),horse fall (Q2967712),,theologian (Q1234713),,,,Anglicanism (Q6423963),male (Q6581097),Christ's College (Q714717),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Willet,_Andrew"
"Andrew Yarranton, 1616-1684",PERSON,Andrew Yarranton,Q4758989,English civil engineer,human,,n85112198,"['74198345', '317152636057520051020']",30186.0,,English (Q1860),+1619-01-01T00:00:00Z,+1684-01-01T00:00:00Z,,,Kingdom of England (Q179876),"['civil engineer (Q13582652)', 'engineer (Q81096)', 'farmer (Q131512)', 'businessperson (Q43845)']",,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Andrewe Andrewe, Thomas",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrewes Andrewes, R",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
Angelus Francis,PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Angelus Sala, 1576-1637",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Angelus à Sancto Francisco Angelus à Sancto Francisco, 1601",PERSON,Angelus,Q623699,"Catholic devotion honoring the Incarnation of Christ, usually prayed three times a day",Prayer in the Catholic Church,['Angelus Domini'],n00087722,"['3035151002106630280006', '4973151002114530280007', '29153833206864332652', '4283151112576037180003']",,,,,,,,,,,,,,,,,"['The Nuttall Encyclopædia (Q3181656)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Kościelna encyclopedia (Q9253865)', 'Encyclopædia Britannica 11th edition (Q867541)']",
"Anna Maria van Schurman, 1607-1678",PERSON,Anna Maria van Schurman,Q255261,"artist, scientist and philosopher from the Northern Netherlands (1607-1678)",human,"['Anna Maria Van Schurman', 'Anna Maria van Schuurman', 'Anna Maria von Schurman', 'Maria Schuermans', 'Anna Maria Schurman', 'Maria Schürmann', 'Madame Seturman']",n78068074,54190263,,biography/Anna-Maria-van-Schurman,,+1607-11-05T00:00:00Z,+1678-05-04T00:00:00Z,,,Dutch Republic (Q170072),"['poet (Q49757)', 'writer (Q36180)', 'philosopher (Q4964182)', 'theologian (Q1234713)', 'painter (Q1028181)', 'printmaker (Q11569986)', 'etcher (Q10862983)', 'glass engraver (Q18510097)', 'calligrapher (Q3303330)', 'philologist (Q13418253)', 'historian (Q201788)', 'medic (Q3486937)', 'artist (Q483501)', 'graphic artist (Q1925963)', 'engraver (Q329439)', 'draftsperson (Q15296811)', 'embroiderer (Q1509440)']",,,"['poetry (Q482)', 'theology (Q34178)']",Protestantism (Q23540),female (Q6581072),Utrecht University (Q221653),,"['The Great Theatre of Dutch Painters (Q7737966)', 'Lexikon deutschsprachiger Epik und Dramatik von Autorinnen 1730–1900 (Q18915568)', 'Women Painters of the World, from the time of Caterina Vigri, 1413-1463, to Rosa Bonheur and the present day, 1905 (Q19507487)', 'Het Gulden Cabinet (Q2283753)', 'Teutsche Academie der Edlen Bau- Bild- und Mahlerey-Künste (Q15089621)', 'Lives of Flemish, German, and Dutch painters (Q16169047)', 'The Lives of Dutch painters and paintresses (Q15955936)', 'Great Women Masters of Art (Q28927781)', 'Allgemeine Deutsche Biographie (Q590208)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Desktop Encyclopedic Dictionary (Q63284758)', 'Women Writers of Germany, Austria, and Switzerland (Q110993806)', 'A Cyclopaedia of Female Biography (Q114693785)', 'Women in the fine arts, from the seventh century B.C. to the twentieth century A.D. (Q23044604)', 'Concise Dictionary of Women Artists (Q28487969)', 'A Biographical Dictionary of the Celebrated Women of Every Age and Country (Q103843006)']",
"Anna Weamys, born ca",PERSON,Anna Weamys,Q4767599,English miniature painter and writer 163?-1698,human,"['Anne Wemyss', 'Anna Weamys']",n94049281,10253134,68376.0,,,+1631-00-00T00:00:00Z,+1698-12-19T00:00:00Z,,,Kingdom of England (Q179876),"['poet (Q49757)', 'writer (Q36180)', 'miniature painter (Q28947943)']",,,,,female (Q6581072),,,,
"Anne Austin, Mris",PERSON,Ann Austin,Q4766240,One of the first Quaker travelling preachers,human,['Ann Austin'],,,,,,,+1665-01-01T00:00:00Z,,,,,,,,,female (Q6581072),,,The Westminster Handbook to Women in American Religious History (Q136651584),
"Anne Bradstreet, 1612?-1672",PERSON,Anne Bradstreet (Salem witch trials),Q52612606,person accused of being a witch,human,"['Anne Wood Price Bradstreet', 'Anne Wood']",,,,,,+1650-00-00T00:00:00Z,+1707-00-00T00:00:00Z,,,,,,,,,female (Q6581072),,,,
"Anne Docwra, 1624-1710",PERSON,Anne Docwra,Q22997992,religious writer,human,"['Anne Waldgrave', 'Anne Waldegrave']",n85356936,27906896,45813.0,,,+1624-01-01T00:00:00Z,+1710-09-14T00:00:00Z,,,,religious writer (Q24262594),,,,,female (Q6581072),,,,
"Anne Killigrew, 1660-1685",PERSON,Anne Killigrew,Q4768505,English poet and artist (1660-1685),human,"['Anne Killigren', 'Anne Killegrew']",n85035177,54420623,15530.0,,English (Q1860),+1660-01-01T00:00:00Z,+1685-06-16T00:00:00Z,natural causes (Q3739104),smallpox (Q12214),Kingdom of England (Q179876),"['painter (Q1028181)', 'poet (Q49757)', 'writer (Q36180)']",,,,,female (Q6581072),,,"['English Female Artists (Q19702581)', 'Dictionary of National Biography, 1885–1900 (Q15987216)', 'A Cyclopaedia of Female Biography (Q114693785)', 'Women in the fine arts, from the seventh century B.C. to the twentieth century A.D. (Q23044604)', 'A Biographical Dictionary of the Celebrated Women of Every Age and Country (Q103843006)', 'A historical dictionary of British women (Q124350773)']",
"Anne Mauduit de Fatouville, 17th/18th cent",PERSON,Anne Mauduit de Fatouville,Q2851205,French playwright and magistrate,human,,n83148815,"['200844820', '62924123']",,,,+1601-01-01T00:00:00Z,+1715-09-02T00:00:00Z,,,France (Q142),"['playwright (Q214917)', 'magistrate (Q4594605)']",,,,,male (Q6581097),,,Brockhaus and Efron Encyclopedic Dictionary (Q602358),
"Anne Wharton, 1632?-1685",PERSON,Anne Wharton,Q4768883,English poet (1659-1685),human,['Anne Lee'],n84212555,12452919,29163.0,,,+1659-07-16T00:00:00Z,+1685-10-29T00:00:00Z,,,,"['poet (Q49757)', 'writer (Q36180)']",,,,,female (Q6581072),,,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'A Biographical Dictionary of the Celebrated Women of Every Age and Country (Q103843006)', 'A historical dictionary of British women (Q124350773)']",
"Anthony Brewer, active 1630-1655",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Burgess, died 1664",PERSON,Anthony Burges,Q4772176,English clergyman and writer (died 1664),human,['Anthony Burgess'],n84233465,35277095,3973.0,,,+1605-01-01T00:00:00Z,+1664-01-01T00:00:00Z,,,Kingdom of England (Q179876),civil servant (Q212238),,,,,male (Q6581097),St John's College (Q691283),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Burgess,_Anthony"
"Anthony Copley, 1567-1607?",PERSON,Anthony Copley,Q4772306,English Catholic poet and conspirator,human,,n86048523,15116961,6268.0,,,"['+1567-01-01T00:00:00Z', '+1567-00-00T00:00:00Z']",+1607-01-01T00:00:00Z,,,England (Q21),"['lyricist (Q822146)', 'poet (Q49757)']",,,,Catholic Church (Q9592),male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Copley,_Anthony"
"Anthony Errington, died 1719?",PERSON,Anthony Errington,Q4772459,English writer,human,['Antonius Eringtonus'],n85311228,12651669,8843.0,,,,+1719-01-01T00:00:00Z,,,,writer (Q36180),,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Errington,_Anthony"
"Anthony Farindon, 1598-1658",PERSON,Anthony Farindon,Q4772482,English royalist divine (1598–1658),human,,n84177091,74202590,9158.0,,,"['+1598-01-01T00:00:00Z', '+1596-00-00T00:00:00Z']",+1658-01-01T00:00:00Z,,,,writer (Q36180),,,,Anglicanism (Q6423963),male (Q6581097),Trinity College (Q73079),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Farindon,_Anthony"
"Anthony Gilby, circa 1510-1585",PERSON,Anthony Gilby,Q4772593,English clergyman,human,,nr92010678,29572751,10709.0,,,+1510-01-01T00:00:00Z,+1585-01-01T00:00:00Z,,,England (Q21),"['cleric (Q2259532)', 'translator (Q333634)']",,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Gilby,_Anthony"
"Anthony Hodges, 1613 or 14-1686",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Horneck, 1641-1697",PERSON,Anthony Horneck,Q4772739,German Protestant clergyman and scholar who made his career in England,human,['Anton Horneck'],n84134010,50449886,13801.0,,,+1641-01-01T00:00:00Z,+1697-01-31T00:00:00Z,,,Germany (Q183),writer (Q36180),,,,Anglicanism (Q6423963),male (Q6581097),Gonville and Caius College (Q863940),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Horneck,_Anthony"
"Anthony Jones, active 1622",PERSON,Anthony Jones (priest),Q97358666,,human,,,,,,,,,,,,,,,,,male (Q6581097),Magdalen College (Q81162),,,
"Anthony Maxey, died 1618",PERSON,Anthony Maxey,Q4773048,"English clergyman, Dean of Windsor",human,,no91026757,52909161,18395.0,,,,+1618-05-03T00:00:00Z,,,,writer (Q36180),,,,Anglicanism (Q6423963),male (Q6581097),"['Trinity College (Q332342)', 'Westminster School (Q1341516)']",,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Maxey,_Anthony"
"Anthony Munday, 1553-1633",PERSON,Anthony Munday,Q154120,English playwright and miscellaneous writer,human,['Anthony Monday'],n79065851,"['12358681', '25398639', '203146998524218942279']",19531.0,biography/Anthony-Munday,English (Q1860),+1560-00-00T00:00:00Z,+1633-08-10T00:00:00Z,,,Kingdom of England (Q179876),"['playwright (Q214917)', 'writer (Q36180)', 'poet (Q49757)', 'translator (Q333634)']",,,,,male (Q6581097),,,"['Nordisk familjebok (Q678259)', 'Dictionary of National Biography, 1885–1900 (Q15987216)', ""Library of the World's Best Literature (Q19098835)"", 'Encyclopædia Britannica 11th edition (Q867541)']",
"Anthony Munday, 1553-1633, attributed name",PERSON,Anthony Munday,Q154120,English playwright and miscellaneous writer,human,['Anthony Monday'],n79065851,"['12358681', '25398639', '203146998524218942279']",19531.0,biography/Anthony-Munday,English (Q1860),+1560-00-00T00:00:00Z,+1633-08-10T00:00:00Z,,,Kingdom of England (Q179876),"['playwright (Q214917)', 'writer (Q36180)', 'poet (Q49757)', 'translator (Q333634)']",,,,,male (Q6581097),,,"['Nordisk familjebok (Q678259)', 'Dictionary of National Biography, 1885–1900 (Q15987216)', ""Library of the World's Best Literature (Q19098835)"", 'Encyclopædia Britannica 11th edition (Q867541)']",
"Anthony Sadler, born 1610",PERSON,Anthony Sadler,Q47281993,"American actor, television personality and writer",human,,n2016034416,3668148037704188350000,,,,+1992-07-13T00:00:00Z,,,,"['United States (Q30)', 'France (Q142)']","['film actor (Q10800557)', 'writer (Q36180)']",,,,,male (Q6581097),"California State University, Sacramento (Q1026941)",,,
"Anthony Sherley, poet",PERSON,Anthony Shirley,Q2852960,English soldier and traveller (1565-1635),human,['Sir Anthony Shirley'],n50025181,57450610,25423.0,biography/Anthony-Sherley,,+1565-01-01T00:00:00Z,+1635-01-01T00:00:00Z,,,Kingdom of England (Q179876),"['explorer (Q11900058)', 'writer (Q36180)', 'soldier (Q4991371)', 'poet (Q49757)', 'traveler (Q12356615)']",,,"['travel (Q61509)', 'literature (Q8242)']",,male (Q6581097),"['Hertford College (Q81090)', 'All Souls College (Q81092)']",,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Encyclopædia Britannica 11th edition (Q867541)', 'New International Encyclopedia (Q1029706)']",
"Anthony Sparrow, 1612-1685",PERSON,Anthony Sparrow,Q4773496,English Anglican priest and bishop,human,,n84134390,62412318,26086.0,,,+1612-01-01T00:00:00Z,+1685-05-19T00:00:00Z,,,England (Q21),Anglican priest (Q3409375),,"['Anglican Bishop of Exeter (Q465869)', 'Anglican Bishop of Norwich (Q1837285)']",,Anglicanism (Q6423963),male (Q6581097),Queens' College (Q765642),Anglican Diocese of Norwich (Q1790948),"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Anthony Tuckney, 1599-1670",PERSON,Anthony Tuckney,Q4773619,English theologian,human,,n85084543,5275302,27794.0,,,+1599-01-01T00:00:00Z,+1670-01-01T00:00:00Z,,,,theologian (Q1234713),,vice-chancellor (Q12416358),,Protestantism (Q23540),male (Q6581097),Emmanuel College (Q797892),,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Anthony Tyrrell, 1552-1610?",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Walker, died 1692",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Wotton, 1561?-1626",PERSON,Anthony Wotton,Q4773737,Professor of Divinity,human,,n85196495,72333233,29997.0,,,+1561-01-01T00:00:00Z,"['+1626-01-01T00:00:00Z', '+1626-12-11T00:00:00Z']",,,,parson (Q955464),,,,,male (Q6581097),"['Eton College (Q192088)', ""King's College (Q924289)""]",,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Encyclopedic Lexicon (Q4532135)']","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Wotton,_Anthony"
"Antoine Arnauld, 1560-1619",PERSON,Antoine Arnauld (1616–1698),Q2853617,French memoirist (1616-1698),human,,,54246742,,,,"['+1616-05-06T00:00:00Z', '+1616-00-00T00:00:00Z']","['+1698-12-12T00:00:00Z', '+1698-00-00T00:00:00Z']",,,,religious figure (Q4504549),,abbot (Q103163),,,male (Q6581097),,,,
"Antoine Arnauld, 1560-1619, attributed name",PERSON,Antoine Arnauld,Q353887,"French theologian, philosopher, mathematician (1612-1694)",human,,"['n50001539', 'n2002103544']","['66462846', '310522397']",,biography/Antoine-Arnauld-French-theologian,French (Q150),"['+1612-02-05T00:00:00Z', '+1612-02-06T00:00:00Z']",+1694-08-08T00:00:00Z,,,Kingdom of France (Q70972),"['theologian (Q1234713)', 'poet (Q49757)', 'philosopher (Q4964182)', 'mathematician (Q170790)', 'essayist (Q11774202)', 'writer (Q36180)', 'university teacher (Q1622272)', 'logician (Q14565331)', 'statistician (Q2732142)']",,,,jansenism (Q1287),male (Q6581097),"['Sorbonne (Q214654)', 'Collège de Calvi (Q2983742)', 'Collège de Lisieux (Q2983768)']",,"['Svensk uppslagsbok (Q1766280)', 'Nordisk familjebok (Q678259)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Great Soviet Encyclopedia (1926–1947) (Q20078554)', 'BEIC Digital Library (Q51955019)', ""Otto's encyclopedia (Q2041543)"", 'The Nuttall Encyclopædia (Q3181656)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', None, 'The Mathematics of Great Amateurs (Q111107288)', 'Dictionnaire de la Bible (Q122809699)']",
"Antoine Arnauld, 1612-1694",PERSON,Antoine Arnauld (1616–1698),Q2853617,French memoirist (1616-1698),human,,,54246742,,,,"['+1616-05-06T00:00:00Z', '+1616-00-00T00:00:00Z']","['+1698-12-12T00:00:00Z', '+1698-00-00T00:00:00Z']",,,,religious figure (Q4504549),,abbot (Q103163),,,male (Q6581097),,,,
"Antoine Du Verdier, 1544-1600",PERSON,Antoine du Verdier,Q1113964,French politician,human,,n82152344,14825843,,,"['Middle French (Q1473289)', 'Latin (Q397)']","['+1544-01-01T00:00:00Z', '+1544-11-11T00:00:00Z']","['+1600-01-01T00:00:00Z', '+1600-09-25T00:00:00Z']",,,France (Q142),"['literary scholar (Q6673651)', 'bibliographer (Q10429346)', 'translator (Q333634)']",,King's Counsel (Q2994371),,,male (Q6581097),,,,
"Antoine Furetière, 1619-1688",PERSON,Antoine Furetière,Q586211,French writer and scholar (1619-1688),human,['Antoine Furetiere'],n50016784,64005988,,biography/Antoine-Furetiere,French (Q150),+1619-12-28T00:00:00Z,+1688-05-14T00:00:00Z,,,France (Q142),"['polygraph (Q2330979)', 'writer (Q36180)', 'novelist (Q6625963)', 'poet (Q49757)', 'lexicographer (Q14972848)', 'lawyer (Q40348)', 'jurist (Q185351)']",,seat 31 of the Académie française (Q70495997),,,male (Q6581097),,,"['Nordisk familjebok (Q678259)', 'Brockhaus Enzyklopädie (19 ed.) (Q17377889)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Encyclopædia Britannica 11th edition (Q867541)', 'New International Encyclopedia (Q1029706)']",
"Antoine de Courtin, 1622-1685",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Antoine de La Faye, 1540-1615",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Antoine de Laval, 1550-1631, attributed name",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Anton Deusing, 1612-1666",PERSON,Anton Deusing,Q18945012,(1612-1666),human,,n80123062,25407946,,,,"['+1612-01-01T00:00:00Z', '+1612-10-15T00:00:00Z']","['+1666-01-01T00:00:00Z', '+1666-01-29T00:00:00Z']",,,,"['mathematician (Q170790)', 'university teacher (Q1622272)', 'astronomer (Q11063)']",,,,,male (Q6581097),,,"['Allgemeine Deutsche Biographie (Q590208)', 'BEIC Digital Library (Q51955019)']",
"Anton Francesco Doni, 1513-1574",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Antonio Barberini, 1607-1681",PERSON,Antonio Barberini,Q599744,"Italian cardinal (1607-1671), nephew of Pope Urban VIII",human,"['Antonio the Younger', 'Cardinal Antonio Barberini', 'Antonio di Barbarim', 'Antonio, Cardinal Barberini', 'Antonio, Cardinall de Barbarini', 'Antoine Barberin', 'Antonio, Cardinale Barberini', 'Antonio Barberini Cardinale']",n85112176,"['122172229', '41833880']",,,,+1607-08-05T00:00:00Z,+1671-08-03T00:00:00Z,,,France (Q142),"['Catholic priest (Q250867)', 'Catholic bishop (Q611644)']",,"['Grand Almoner of France (Q1477945)', 'Catholic archbishop (Q48629921)', 'cardinal (Q45722)', 'Chamberlain of the Apostolic Chamber (Q103516722)', 'cardinal-bishop (Q1729113)', 'Roman Catholic Bishop of Poitiers (Q55840826)', 'Cardinal-Priest of Trinité des Monts (Q132673287)']",,Catholic Church (Q9592),male (Q6581097),,,,
